gene_a,gene_b,source,target,merged_sign,sign_conflict,direction_conflict,supporting_layers,n_supporting_layers,layer_evidence_type,tier,citation
IRF3,TICAM1,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
IRF3,TRAF6,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
IRF4,JUN,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
JUN,MAP2K1,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
JUN,PRKACA,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
JUN,PTEN,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
JUN,SNAI2,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
JUN,TP53,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
JUN,TRAF6,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KIT,KRAS,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KIT,MC1R,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KIT,NRAS,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KIT,PTPN11,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KIT,PTPRC,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KIT,SH2B3,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KIT,SNAI2,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KIT,TP53,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KRAS,MAP2K1,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KRAS,MAPK1,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KRAS,MLH1,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KRAS,NF1,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KRAS,NFKB1,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KRAS,NRAS,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KRAS,PIK3CA,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KRAS,PTEN,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KRAS,PTPN11,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KRAS,RAF1,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KRAS,SHOC2,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KRAS,SOS1,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KRAS,SPRED1,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KRAS,STK11,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KRAS,TP53,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KRT14,KRT5,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KRT5,TP53,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
KRT5,TP63,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
LYST,RAB27A,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MAP2K1,NFKB1,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MAP2K1,NRAS,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MAP2K1,PIK3CA,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MAP2K1,PRKACA,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MAP2K1,PTEN,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MAP2K1,PTPN11,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MAP2K1,RAP1A,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MAP2K1,SOS1,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MAPK1,NFKB1,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MAPK1,NRAS,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MAPK1,PRKACA,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MAPK1,PTPN11,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MAPK1,RAF1,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MAPK1,SOS1,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MAPK1,TSC1,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MAPK1,TSC2,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MC1R,OCA2,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MC1R,POMC,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MC1R,SLC24A5,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MC1R,SLC45A2,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MC1R,TYR,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MC1R,TYRP1,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MC2R,MRAP,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MC2R,POMC,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MC2R,STAR,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MCL1,TP53,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MCL1,USP9X,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MCM4,MSH6,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MCM4,POLA1,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MCM4,RECQL4,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MEN1,PRKAR1A,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MEN1,TP53,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MLH1,MSH2,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MLH1,MSH6,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MLH1,NBN,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MLH1,PMS2,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MLH1,PTEN,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MLH1,RECQL4,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MLH1,TP53,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MLH1,WRN,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MLH1,XPA,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MLPH,MYO5A,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MLPH,RAB27A,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MRAP,POMC,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MSH2,MSH6,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
MSH2,NBN,,,,False,False,DArcy_STRING|STRING_ours,2,STRING_ours:association_unsigned_undirected;DArcy_STRING:association_unsigned_undirected,T3_STRING_association,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651
